Generation, Score, Total, Percent
1,8.0,100,8
2,18.0,100,18
3,22.0,100,22
4,23.0,100,23
5,25.0,100,25
6,34.0,100,34
7,39.0,100,39
8,45.0,100,45
9,50.0,100,50
10,54.0,100,54
